word,word_length,word_frequency
word0,5,0.9763694851165117
word1,5,0.3054641048647675
word2,5,0.15577335723284763
word3,5,0.9202959184950066
word4,5,0.8505395740294448
word5,5,0.10892102393746941
word6,5,0.14516925839775943
word7,5,0.9132245556440542
word8,5,0.7922781720029549
word9,5,0.6616784437119999
word10,6,0.5625696514456255
word11,6,0.6523358920943032
word12,6,0.42506298340666265
word13,6,0.11243901859610622
word14,6,0.3069495429631808
word15,6,0.2986816138026003
word16,6,0.8288903226795631
word17,6,0.5491572916000377
word18,6,0.3539163384415769
word19,6,0.3755960548930188
word20,6,0.8189541433313023
word21,6,0.6192145201307876
word22,6,0.447713652457302
word23,6,0.9939208694487065
word24,6,0.617748584790544
word25,6,0.7891270047651963
word26,6,0.023478077875450806
word27,6,0.08182886024449423
word28,6,0.926581740836366
word29,6,0.6988379104019317
word30,6,0.6183608911457498
word31,6,0.29279253671119104
word32,6,0.7544273761399215
word33,6,0.46091686484278593
word34,6,0.3235066413467392
word35,6,0.3639707586154705
word36,6,0.7201406984323223
word37,6,0.8521346058087924
word38,6,0.6941175828594477
word39,6,0.4926560596539888
word40,6,0.8366827106878997
word41,6,0.2958748525157025
word42,6,0.20653818938795918
word43,6,0.8317371978962054
word44,6,0.5117301090953907
word45,6,0.3423328678592404
word46,6,0.4134412718877851
word47,6,0.2938347633088215
word48,6,0.6906419074496634
word49,6,0.21998278818066808
word50,6,0.971873765483095
word51,6,0.9745832295605124
word52,6,0.10153652769859789
word53,6,0.30500060636184384
word54,6,0.8907762583955
word55,6,0.1481169241251139
word56,6,0.30926075382487866
word57,6,0.8297832045802078
word58,6,0.4533171124455237
word59,6,0.24794797728976012
word60,6,0.5975572024201242
word61,6,0.6475606906076556
word62,6,0.6943127485472904
word63,6,0.3912824742348131
word64,6,0.9739105552595189
word65,6,0.061521859975101616
word66,6,0.5030149300502065
word67,6,0.5636592108551347
word68,6,0.16996630285332937
word69,6,0.675898070594999
word70,6,0.6710025310929304
word71,6,0.622940606319348
word72,6,0.24733001549515146
word73,6,0.8252924841247662
word74,6,0.9750384357039263
word75,6,0.262785351490566
word76,6,0.8710836666172466
word77,6,0.3283815945992784
word78,6,0.722505729129659
word79,6,0.5408168332487066
word80,6,0.09731354483526616
word81,6,0.39549676222047603
word82,6,0.598829850056442
word83,6,0.5779797975999208
word84,6,0.253917705150242
word85,6,0.45579238940192013
word86,6,0.13752155935761898
word87,6,0.1515377142882988
word88,6,0.8402661268734299
word89,6,0.6201162931563028
word90,6,0.791126986537413
word91,6,0.8067881243322217
word92,6,0.22394827814021923
word93,6,0.21173187670208285
word94,6,0.9461101169319812
word95,6,0.2992142145452145
word96,6,0.7002292218793599
word97,6,0.49932600760079926
word98,6,0.5401878770933496
word99,6,0.8886565319747105
word100,7,0.4288655089159737
word101,7,0.04398511799043316
word102,7,0.46041956697713904
word103,7,0.8858900921560884
word104,7,0.8067975282394537
word105,7,0.050071174222272
word106,7,0.08713439318228192
word107,7,0.6055882232418921
word108,7,0.08892440038004842
word109,7,0.7556358962670032
word110,7,0.2836406102138306
word111,7,0.9816885816485845
word112,7,0.9080727898245277
word113,7,0.9227879355171068
word114,7,0.6956287461595017
word115,7,0.6921480724116641
word116,7,0.7396714116485188
word117,7,0.1328862701411077
word118,7,0.8709938771845305
word119,7,0.7065148117848004
word120,7,0.8580435675939951
word121,7,0.5423543404334132
word122,7,0.015571651154000145
word123,7,0.26462403045195865
word124,7,0.7706920150836695
word125,7,0.48654465684946246
word126,7,0.19605160167074567
word127,7,0.1781927185369257
word128,7,0.9553069413012378
word129,7,0.1731627953187918
word130,7,0.25807379779238976
word131,7,0.6074172344987178
word132,7,0.7224242380869565
word133,7,0.5599353555838085
word134,7,0.5925882613421776
word135,7,0.46511084139701314
word136,7,0.23859780157688326
word137,7,0.9094595405409422
word138,7,0.8487520680240065
word139,7,0.46928902421018326
word140,7,0.509579193285314
word141,7,0.19537307294808984
word142,7,0.69777313159456
word143,7,0.47410041869472597
word144,7,0.9344223051215074
word145,7,0.9554089212035453
word146,7,0.015383268239171709
word147,7,0.7534470622865331
word148,7,0.5702403480397128
word149,7,0.7397717303732684
word150,7,0.08482001474923179
word151,7,0.6703449177869596
word152,7,0.8348509095940947
word153,7,0.04832478785817679
word154,7,0.025637334002284136
word155,7,0.6207449616806425
word156,7,0.5847373839519293
word157,7,0.31615997418147224
word158,7,0.03245125908722658
word159,7,0.8759529581256171
word160,7,0.851566858875294
word161,7,0.11212448164241967
word162,7,0.9610951678466706
word163,7,0.5463597184970677
word164,7,0.8857409278489168
word165,7,0.9460852329263194
word166,7,0.6451245096927216
word167,7,0.2663408601867066
word168,7,0.11551936902516206
word169,7,0.7418305317554715
word170,7,0.7934354826504301
word171,7,0.2885495464169822
word172,7,0.8859696148496407
word173,7,0.6057315662139924
word174,7,0.06994157612461536
word175,7,0.5530722231467553
word176,7,0.40355139248530963
word177,7,0.3800889333885471
word178,7,0.23981567369347814
word179,7,0.7970646175454588
word180,7,0.8507222692441284
word181,7,0.4053303539153867
word182,7,0.08322839807805507
word183,7,0.8708385033238629
word184,7,0.7153048446464741
word185,7,0.7296407956772425
word186,7,0.984743503367656
word187,7,0.46880271664584156
word188,7,0.6676793643955032
word189,7,0.10860471978922381
word190,7,0.8498610628803871
word191,7,0.6175704241109904
word192,7,0.7057111375831784
word193,7,0.09437964648911996
word194,7,0.9679906307857898
word195,7,0.6575682088052912
word196,7,0.5571740602995106
word197,7,0.8474028525723297
word198,7,0.7020563032126494
word199,7,0.6953550423490553
word200,7,0.8408333773152091
word201,7,0.8895440554284394
word202,7,0.875054000500581
word203,7,0.6090300268958705
word204,7,0.5890684034281859
word205,7,0.10815788262604052
word206,7,0.8873654257815872
word207,7,0.3068131660457804
word208,7,0.3069251159825093
word209,7,0.6006542989801625
word210,7,0.7286273706944963
word211,7,0.44002407895007195
word212,7,0.5641389778320324
word213,7,0.7531089719986491
word214,7,0.9022332957201615
word215,7,0.8886156640060494
word216,7,0.16128723301682768
word217,7,0.1273644145744157
word218,7,0.6903259554038901
word219,7,0.23682244473740285
word220,7,0.5385544814635871
word221,7,0.11871789223250777
word222,7,0.7678256693973081
word223,7,0.6395529137213706
word224,7,0.5645355697365393
word225,7,0.4896409558169601
word226,7,0.6263963956106429
word227,7,0.6141402234893938
word228,7,0.23870486771845842
word229,7,0.6766855193540556
word230,7,0.7075428758645539
word231,7,0.33858433090779044
word232,7,0.8211756067312318
word233,7,0.8028360362116052
word234,7,0.6937282582229085
word235,7,0.318602705729086
word236,7,0.3073181967839359
word237,7,0.04121282633167454
word238,7,0.09023864173945613
word239,7,0.8790314225749505
word240,7,0.9036666380529211
word241,7,0.5913599995086704
word242,7,0.5576041503313204
word243,7,0.11152740311401108
word244,7,0.6612506231227424
word245,7,0.0574566236684835
word246,7,0.8912856775554873
word247,7,0.3825176494039235
word248,7,0.3602626893785101
word249,7,0.892170990603658
word250,7,0.9125235172896442
word251,7,0.7238541092248093
word252,7,0.11602164674871093
word253,7,0.21759530144889705
word254,7,0.03296342561638982
word255,7,0.9956277699990781
word256,7,0.7717099270114238
word257,7,0.2034112768722828
word258,7,0.27844303188503877
word259,7,0.6232998221874804
word260,7,0.40122197780815877
word261,7,0.728014584654278
word262,7,0.12687292316981055
word263,7,0.017276893991239453
word264,7,0.620224185269927
word265,7,0.5997889070663688
word266,7,0.6986012968343519
word267,7,0.5740981612636624
word268,7,0.9204627682828841
word269,7,0.5645564968694363
word270,7,0.7129158830208726
word271,7,0.16500554350150712
word272,7,0.29831406580661396
word273,7,0.05780735027401512
word274,7,0.12320288449666927
word275,7,0.8715305848011471
word276,7,0.22994793791668
word277,7,0.39702305604045157
word278,7,0.3616083214537146
word279,7,0.7099956661669087
word280,7,0.7926007093850974
word281,7,0.22350116138081746
word282,7,0.040932627305590163
word283,7,0.27225674885641915
word284,7,0.3403051160014109
word285,7,0.8790530825711114
word286,7,0.7065071377727915
word287,7,0.8514899746349256
word288,7,0.3789923092181295
word289,7,0.6124684621293139
word290,7,0.8140898217731065
word291,7,0.4695508065083051
word292,7,0.17709976532135455
word293,7,0.5872105130131111
word294,7,0.7703915153243642
word295,7,0.1479819138423211
word296,7,0.8562333234509283
word297,7,0.6339473265845572
word298,7,0.4157127915633172
word299,7,0.032009281506812884
word300,7,0.3221713023184028
word301,7,0.7130243008801864
word302,7,0.49678217287758
word303,7,0.716907462855437
word304,7,0.05707290116298889
word305,7,0.8078848655023608
word306,7,0.9005779928608683
word307,7,0.7036894695816263
word308,7,0.7441961389788007
word309,7,0.8257686154156687
word310,7,0.6287597736530087
word311,7,0.37638584718042367
word312,7,0.853421053265301
word313,7,0.21288614607940934
word314,7,0.29510425252974987
word315,7,0.40847377491707076
word316,7,0.7593143345492908
word317,7,0.2694094327496083
word318,7,0.4145150325404914
word319,7,0.8376100853406921
word320,7,0.430932088308762
word321,7,0.6754880769657393
word322,7,0.2913303297362738
word323,7,0.05822431241015989
word324,7,0.3962984243794309
word325,7,0.20035874121395797
word326,7,0.7533870317494189
word327,7,0.39590018285246265
word328,7,0.43032592853068546
word329,7,0.010884771360231174
word330,7,0.7898380777710233
word331,7,0.19494440114331424
word332,7,0.16912401068515648
word333,7,0.7275596312406243
word334,7,0.6686936701405456
word335,7,0.09407858044015953
word336,7,0.5147263160738618
word337,7,0.5132590971208133
word338,7,0.3509653960455083
word339,7,0.22123433426123212
word340,7,0.17346651072375227
word341,7,0.36754923218661784
word342,7,0.5222155481708882
word343,7,0.5392435185886553
word344,7,0.8686221574405897
word345,7,0.2520346881725194
word346,7,0.06146690516278185
word347,7,0.9332254858300897
word348,7,0.7426304784794807
word349,7,0.6455726416871969
word350,7,0.08165985526294772
word351,7,0.49739993932719734
word352,7,0.38343894232320935
word353,7,0.6718841555798741
word354,7,0.6328043122740094
word355,7,0.7325055769559494
word356,7,0.20684103668680398
word357,7,0.6791864139012992
word358,7,0.8559408029594222
word359,7,0.7623026307510562
word360,7,0.8230516946511953
word361,7,0.24313868368185262
word362,7,0.16015016791176814
word363,7,0.6954430867302529
word364,7,0.5308450652356508
word365,7,0.5069080933830082
word366,7,0.5877526886858767
word367,7,0.05385530560120533
word368,7,0.3000691793621603
word369,7,0.8582062629232385
word370,7,0.7481216443959628
word371,7,0.823343632729146
word372,7,0.5363250564383998
word373,7,0.8083749007283731
word374,7,0.33136657289708654
word375,7,0.09192509930968024
word376,7,0.44800899322153875
word377,7,0.7854850834476205
word378,7,0.6106368050841974
word379,7,0.532698553921236
word380,7,0.9778811341245306
word381,7,0.30957087234937536
word382,7,0.9516083630629923
word383,7,0.08129764206784079
word384,7,0.2781033230840348
word385,7,0.2537843707583666
word386,7,0.8892149252360161
word387,7,0.7427425256791174
word388,7,0.8250307599716702
word389,7,0.6569663062967068
word390,7,0.7310379874570087
word391,7,0.36637780391627056
word392,7,0.5310411586910104
word393,7,0.244101434819145
word394,7,0.19225405905017526
word395,7,0.3824767559350378
word396,7,0.3975884596413167
word397,7,0.27371286825892654
word398,7,0.2757982654832853
word399,7,0.8570351511545701
word400,7,0.5655045174370559
word401,7,0.8559633031278129
word402,7,0.2059972576060497
word403,7,0.5019464568434239
word404,7,0.6564748801231153
word405,7,0.7773525469106579
word406,7,0.9746654003930817
word407,7,0.6482332122976813
word408,7,0.6885157165799644
word409,7,0.2968237506196455
word410,7,0.9761219282733081
word411,7,0.7460160611949126
word412,7,0.3384111500558715
word413,7,0.9606708725458268
word414,7,0.3730191374714902
word415,7,0.12426624954631747
word416,7,0.24241607590558986
word417,7,0.18302474466692772
word418,7,0.47456174779770627
word419,7,0.15739663953563185
word420,7,0.9407299857086182
word421,7,0.9287488449398221
word422,7,0.20738450278859785
word423,7,0.4608986373070227
word424,7,0.4174463479434606
word425,7,0.15616574182408935
word426,7,0.08879236484399484
word427,7,0.537694537571436
word428,7,0.3398079055003689
word429,7,0.6366469607999554
word430,7,0.11083357632956073
word431,7,0.27506281038649627
word432,7,0.6872104912989598
word433,7,0.4876625066646807
word434,7,0.5708863197814258
word435,7,0.8233759882097658
word436,7,0.8206122336600746
word437,7,0.6889491807995078
word438,7,0.12353263717784915
word439,7,0.3897917452397777
word440,7,0.7961515637552127
word441,7,0.04264237516771614
word442,7,0.74392489333353
word443,7,0.5401064938572752
word444,7,0.7869264492728959
word445,7,0.7373297166220545
word446,7,0.6584692042228047
word447,7,0.5779893511881247
word448,7,0.49674281452573477
word449,7,0.9100000328807073
word450,7,0.016805880573248194
word451,7,0.6285475777738212
word452,7,0.5994288391049055
word453,7,0.28230367827417074
word454,7,0.12811665172003386
word455,7,0.3908587824362703
word456,7,0.44449861588084094
word457,7,0.22834280583506067
word458,7,0.9527643927371908
word459,7,0.524615956480426
word460,7,0.5423546813651906
word461,7,0.6810703630190705
word462,7,0.5947857652954179
word463,7,0.6278275796302869
word464,7,0.6764608702833663
word465,7,0.38118823520351663
word466,7,0.9716785948857095
word467,7,0.7796253703559997
word468,7,0.05351341922692069
word469,7,0.7040983486841912
word470,7,0.41484270296433245
word471,7,0.5006365750555632
word472,7,0.6486261775489903
word473,7,0.8390848476869289
word474,7,0.011437997174443909
word475,7,0.6153884380404945
word476,7,0.9276941164678836
word477,7,0.5257461034160134
word478,7,0.592827343064187
word479,7,0.40060497368478654
word480,7,0.6647349850280587
word481,7,0.37648691675853424
word482,7,0.9112781439421633
word483,7,0.6311431761722148
word484,7,0.6945471500701983
word485,7,0.706690182601525
word486,7,0.8136125053202737
word487,7,0.95162179992201
word488,7,0.7176200834939486
word489,7,0.882354128715863
word490,7,0.36562955697740734
word491,7,0.2134947115502075
word492,7,0.14711015535355457
word493,7,0.6797715116417132
word494,7,0.3381018364751414
word495,7,0.3586764231740327
word496,7,0.8118155478419239
word497,7,0.12217025820472625
word498,7,0.8961994989314171
word499,7,0.5044832847000562
word500,7,0.6455919347255993
word501,7,0.7178639544873109
word502,7,0.6779563998819013
word503,7,0.5636649789416978
word504,7,0.29671870482548834
word505,7,0.22758012063837857
word506,7,0.6405835485798438
word507,7,0.35634518223058753
word508,7,0.9482760975626681
word509,7,0.9063770009892211
word510,7,0.08062612787017806
word511,7,0.016407548788398552
word512,7,0.8921658974581619
word513,7,0.02470458491364818
word514,7,0.9991775167919282
word515,7,0.08321004832280113
word516,7,0.8069129067963898
word517,7,0.6868766022179155
word518,7,0.9795233719161107
word519,7,0.7938049287868307
word520,7,0.9885091964530337
word521,7,0.2834822424079679
word522,7,0.8000182782096342
word523,7,0.835507674004348
word524,7,0.053119919345600994
word525,7,0.3462939888884214
word526,7,0.1997854543974974
word527,7,0.7328583631884513
word528,7,0.10882237320323103
word529,7,0.9288427909071598
word530,7,0.10786345227358295
word531,7,0.3049768182401695
word532,7,0.7243350418276713
word533,7,0.7904703771896612
word534,7,0.35093782301145415
word535,7,0.466616070954854
word536,7,0.5111312597793383
word537,7,0.6064308480230675
word538,7,0.6226327884287188
word539,7,0.22302873584447938
word540,7,0.09789005569471007
word541,7,0.1707906131109888
word542,7,0.9327116779895064
word543,7,0.6820510128135169
word544,7,0.24438388529049462
word545,7,0.026323900469619528
word546,7,0.14347945437423185
word547,7,0.8997373090193898
word548,7,0.9468041036870941
word549,7,0.8063995171654221
word550,7,0.7331126370579997
word551,7,0.3095026320420139
word552,7,0.9885985549874722
word553,7,0.39044433073752527
word554,7,0.3003551768530569
word555,7,0.08664519271615481
word556,7,0.6996096026878043
word557,7,0.09874171784729602
word558,7,0.3073307730425948
word559,7,0.5980463878653671
word560,7,0.4771564540775398
word561,7,0.800205649403509
word562,7,0.10405260320842007
word563,7,0.9488840726120663
word564,7,0.2579599370095192
word565,7,0.5004267494929685
word566,7,0.6984630140241292
word567,7,0.9134345809325578
word568,7,0.6675908906062347
word569,7,0.21287452864558137
word570,7,0.1882115946558563
word571,7,0.5408236666884457
word572,7,0.7026936324334839
word573,7,0.09007955042040529
word574,7,0.9214545167307205
word575,7,0.7140410214279334
word576,7,0.24088196358466737
word577,7,0.9695037244698875
word578,7,0.31040005139966004
word579,7,0.24410054049687557
word580,7,0.032226064220821485
word581,7,0.5737785189309599
word582,7,0.7185965849895914
word583,7,0.6306702278381411
word584,7,0.18133904713819346
word585,7,0.910945453954362
word586,7,0.7687593889132521
word587,7,0.10242614812691211
word588,7,0.8224783270384517
word589,7,0.20310002282720901
word590,7,0.6993909045359445
word591,7,0.04239110292304492
word592,7,0.4685485219503288
word593,7,0.5084561178425628
word594,7,0.5240852771961372
word595,7,0.928549007274454
word596,7,0.45404235782518915
word597,7,0.9411547474265475
word598,7,0.17520407166577315
word599,7,0.42798640326117116
word600,7,0.4545223930451319
word601,7,0.5358152236504368
word602,7,0.16086171131557048
word603,7,0.5369799941598266
word604,7,0.20890784792897316
word605,7,0.3376446997146536
word606,7,0.37250646422737876
word607,7,0.16516808905391925
word608,7,0.2315555330940556
word609,7,0.22999540990433154
word610,7,0.5872025575522833
word611,7,0.16177392672013471
word612,7,0.026275771816591346
word613,7,0.2159363838836847
word614,7,0.03783329573812625
word615,7,0.4980296613873273
word616,7,0.3487383487803843
word617,7,0.8663814862666229
word618,7,0.7355528529751926
word619,7,0.8528417907867492
word620,7,0.39737823893276986
word621,7,0.3432577902927158
word622,7,0.37479316058789924
word623,7,0.27011342030869195
word624,7,0.7089019580148925
word625,7,0.2960960991245234
word626,7,0.08744686867885905
word627,7,0.9367623661548741
word628,7,0.014153734221838937
word629,7,0.9359010692135784
word630,7,0.13564859580481115
word631,7,0.6876014955231302
word632,7,0.6949732072271567
word633,7,0.8616355672073535
word634,7,0.7703316932464608
word635,7,0.9956623546049091
word636,7,0.16714947122348484
word637,7,0.5264093257829944
word638,7,0.09578696042158688
word639,7,0.084448405968353
word640,7,0.422072048903604
word641,7,0.09672918113166723
word642,7,0.33123822918310253
word643,7,0.8460505866684084
word644,7,0.7075771884957436
word645,7,0.7978503095681305
word646,7,0.572381343880102
word647,7,0.8928647574365604
word648,7,0.6482165997991107
word649,7,0.12583676313388012
word650,7,0.4526296123788328
word651,7,0.7025653484787456
word652,7,0.7932749967981217
word653,7,0.8619451423774352
word654,7,0.4460623883043028
word655,7,0.784847839250624
word656,7,0.972939162579456
word657,7,0.40262923136464734
word658,7,0.06837191630167623
word659,7,0.9549122292912664
word660,7,0.4977858175064439
word661,7,0.3523767386299631
word662,7,0.13919702568905523
word663,7,0.9832148657555947
word664,7,0.8563487308581564
word665,7,0.8666389500362002
word666,7,0.8096820981105463
word667,7,0.6591377676405406
word668,7,0.7399090093730087
word669,7,0.16612817807391916
word670,7,0.9211790229218294
word671,7,0.715329873530429
word672,7,0.03415827912765626
word673,7,0.1846375904021183
word674,7,0.512000921145831
word675,7,0.4143794851442704
word676,7,0.012156542864589967
word677,7,0.5271080411499192
word678,7,0.4599401343032445
word679,7,0.4784136879452303
word680,7,0.9484637152682059
word681,7,0.693606219498694
word682,7,0.9406931928586689
word683,7,0.20867514298117917
word684,7,0.41861556177215514
word685,7,0.5477712410433917
word686,7,0.08010741350713772
word687,7,0.1935980249073217
word688,7,0.8000379082643732
word689,7,0.18107368445629995
word690,7,0.9414859020368685
word691,7,0.799031062361887
word692,7,0.28953210701893767
word693,7,0.7800562774156017
word694,7,0.2907223653124047
word695,7,0.8329222098930049
word696,7,0.8175404189370493
word697,7,0.3446209526721512
word698,7,0.8927722736464866
word699,7,0.7852162218762782
word700,7,0.28573384830984844
word701,7,0.2754262836260229
word702,7,0.1265417924355693
word703,7,0.36248705416565274
word704,7,0.8183831429506004
word705,7,0.9404320128732703
word706,7,0.10360586136438493
word707,7,0.46171508358784547
word708,7,0.9503292489810143
word709,7,0.15086197517742705
word710,7,0.9123245767798049
word711,7,0.9667664003659808
word712,7,0.443049564457136
word713,7,0.7020465931517629
word714,7,0.5591710678717654
word715,7,0.38371683231402837
word716,7,0.8640224119960118
word717,7,0.30650847140261783
word718,7,0.6914421978396261
word719,7,0.15504272037585995
word720,7,0.9630962773804056
word721,7,0.7184659813720333
word722,7,0.17611115000408556
word723,7,0.8643617482229577
word724,7,0.6406900823739606
word725,7,0.07008949460910714
word726,7,0.4766314087038282
word727,7,0.021858586739673502
word728,7,0.8414907399449133
word729,7,0.7593106176697069
word730,7,0.2670397104932773
word731,7,0.8095670463733168
word732,7,0.05116707541238766
word733,7,0.7344447272670491
word734,7,0.18350895473779333
word735,7,0.661882723086111
word736,7,0.6210826957807335
word737,7,0.644700890398291
word738,7,0.3798120436189343
word739,7,0.3900886232544194
word740,7,0.372998712550598
word741,7,0.6320519509710358
word742,7,0.11163373202436608
word743,7,0.6154976015930099
word744,7,0.7855998462253393
word745,7,0.2998111652580018
word746,7,0.9745819506161364
word747,7,0.9554711068167777
word748,7,0.4810786818204495
word749,7,0.8426054446756428
word750,7,0.44651022003440705
word751,7,0.3998555153568839
word752,7,0.452826136578499
word753,7,0.6631156459641423
word754,7,0.07709055884212215
word755,7,0.1854482649076943
word756,7,0.27410673284561726
word757,7,0.9164012943471953
word758,7,0.4031361514108192
word759,7,0.5798230314181148
word760,7,0.39232497491504476
word761,7,0.18707577260774624
word762,7,0.13031016575458015
word763,7,0.6212257788753054
word764,7,0.9920061120531316
word765,7,0.8629770440165141
word766,7,0.9429819279433111
word767,7,0.7223137662992606
word768,7,0.27665941212677614
word769,7,0.3172112496906274
word770,7,0.9106890751215916
word771,7,0.39482389095212683
word772,7,0.3106511712451777
word773,7,0.25243148109069435
word774,7,0.5258353084311651
word775,7,0.9261463761633736
word776,7,0.6664328020631871
word777,7,0.036824835859377875
word778,7,0.29416618462204236
word779,7,0.11413897898563906
word780,7,0.4275640043998112
word781,7,0.35647489690839085
word782,7,0.9967737108598407
word783,7,0.9797882448438388
word784,7,0.8560752993721138
word785,7,0.5733023968549091
word786,7,0.8110150498870803
word787,7,0.12820689815980654
word788,7,0.8125089137659217
word789,7,0.6690088565672129
word790,7,0.9478977874858804
word791,7,0.5588615033516688
